	ID	Taxa	Kingdom	Seq_Length	Site
13008	Q8RXN6	Arabidopsis thaliana	Viridiplantae	485	False
13009	Q99ML9	Mus musculus	Metazoa	989	False
13010	Q9JM05	Mus musculus	Metazoa	507	False
13011	F4ITM1	Arabidopsis thaliana	Viridiplantae	398	False
13014	Q8BM47	Mus musculus	Metazoa	761	False
13015	Q7X6P3	Arabidopsis thaliana	Viridiplantae	608	False
13018	Q9NEZ5	Caenorhabditis elegans	Metazoa	350	False
13020	P00950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247	False
13022	F4J8G7	Arabidopsis thaliana	Viridiplantae	2138	False
13023	H2L056	Caenorhabditis elegans	Metazoa	613	False
13028	Q8K136	Mus musculus	Metazoa	229	False
13030	Q9EP97	Mus musculus	Metazoa	568	False
13031	Q9EQ61	Mus musculus	Metazoa	584	False
13034	Q9ZSZ8	Arabidopsis thaliana	Viridiplantae	330	False
13035	D3ZUE1	Rattus norvegicus	Metazoa	857	False
13036	P22224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	910	False
13040	Q00731	Mus musculus	Metazoa	392	False
13041	Q18PE0	Mus musculus	Metazoa	504	False
13043	Q3S4A7	Arabidopsis thaliana	Viridiplantae	922	False
13045	Q9JIR4	Rattus norvegicus	Metazoa	1615	False
13050	P41698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	603	False
13051	Q04359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	False
13059	Q8BJQ4	Mus musculus	Metazoa	232	False
13060	Q1M168	Rattus norvegicus	Metazoa	372	False
13061	P25028	Drosophila melanogaster	Metazoa	696	False
13062	P33895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	451	False
13064	P38265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
13065	P43618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361	False
13066	Q02732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369	False
13067	Q06675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368	False
13068	Q12262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	181	False
13069	Q12748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	False
13071	Q9R1C7	Mus musculus	Metazoa	953	False
13072	Q9V3V7	Drosophila melanogaster	Metazoa	222	False
13074	Q9VMA3	Drosophila melanogaster	Metazoa	1117	False
13075	P0C6T3	Rattus norvegicus	Metazoa	269	True
13077	Q6ZWQ0	Mus musculus	Metazoa	6874	False
13078	A2SWM2	Danio rerio	Metazoa	504	True
13079	P49769	Mus musculus	Metazoa	467	True
13083	Q93227	Caenorhabditis elegans	Metazoa	431	False
13086	P36046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	403	True
13087	P56560	Bos taurus	Metazoa	520	False
13090	Q9SZ42	Arabidopsis thaliana	Viridiplantae	323	False
13091	D3YXJ0	Mus musculus	Metazoa	1211	False
13096	Q3U6Q4	Mus musculus	Metazoa	756	False
13097	Q8VYU8	Arabidopsis thaliana	Viridiplantae	396	False
13098	Q9ES73	Rattus norvegicus	Metazoa	775	False
13101	Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	True
13102	P25651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
13106	Q94AI4	Arabidopsis thaliana	Viridiplantae	775	False
13107	Q9LPZ4	Arabidopsis thaliana	Viridiplantae	204	False
13109	Q02455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1875	False
13110	P40014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
13111	P40072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False
13113	P47167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	False
13114	P53148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	917	False
13116	Q04431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False
13117	Q08444	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459	False
13118	Q21952	Caenorhabditis elegans	Metazoa	490	False
13120	Q8CJ67	Mus musculus	Metazoa	570	False
13122	Q22355	Caenorhabditis elegans	Metazoa	377	False
13126	O55035	Rattus norvegicus	Metazoa	752	False
13127	P26449	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False
13128	P34283	Caenorhabditis elegans	Metazoa	442	False
13130	P47149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	False
13131	P53298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406	False
13133	Q0JJ05	Oryza sativa subsp. japonica	Viridiplantae	987	False
13136	Q9V6Q2	Drosophila melanogaster	Metazoa	225	False
13143	P48231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178	False
13144	Q84T94	Oryza sativa subsp. japonica	Viridiplantae	639	False
13146	Q9LFP6	Arabidopsis thaliana	Viridiplantae	367	True
13147	Q9SYJ8	Arabidopsis thaliana	Viridiplantae	372	False
13148	F4IDB2	Arabidopsis thaliana	Viridiplantae	1325	False
13151	P54258	Rattus norvegicus	Metazoa	1183	False
13154	F4JZY1	Arabidopsis thaliana	Viridiplantae	1586	False
13157	Q54QQ1	Dictyostelium discoideum	other	1387	False
13161	Q9NAN2	Caenorhabditis elegans	Metazoa	309	False
13169	O23403	Arabidopsis thaliana	Viridiplantae	287	False
13172	Q9LXX5	Arabidopsis thaliana	Viridiplantae	262	False
13173	Q9LZD0	Arabidopsis thaliana	Viridiplantae	599	False
13174	Q9STS7	Arabidopsis thaliana	Viridiplantae	353	False
13175	F4I718	Arabidopsis thaliana	Viridiplantae	2136	False
13178	P32855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1065	False
13185	Q9VCX1	Drosophila melanogaster	Metazoa	1541	False
13186	Q9VEN1	Drosophila melanogaster	Metazoa	2210	False
13188	A1Z8D0	Drosophila melanogaster	Metazoa	459	False
13189	P23804	Mus musculus	Metazoa	489	False
13190	Q04087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347	False
13192	Q6P926	Mus musculus	Metazoa	205	False
13194	Q8GXN9	Arabidopsis thaliana	Viridiplantae	930	False
13195	Q8VZA0	Arabidopsis thaliana	Viridiplantae	936	False
13198	Q9JIH2	Mus musculus	Metazoa	466	False
13200	P47002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False
13201	P47041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543	False
13202	P53955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	656	False
13203	Q7XJJ7	Arabidopsis thaliana	Viridiplantae	607	False
13205	Q8CEG0	Mus musculus	Metazoa	392	True
13210	Q9SEL7	Arabidopsis thaliana	Viridiplantae	323	False
13211	P53238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335	False
13212	Q78T81	Mus musculus	Metazoa	392	False
13213	Q9C5H9	Arabidopsis thaliana	Viridiplantae	678	False
13214	G5ECD9	Caenorhabditis elegans	Metazoa	321	True
13220	O88466	Mus musculus	Metazoa	1888	False
13222	P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792	False
13223	P57725	Mus musculus	Metazoa	372	False
13225	P47054	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1683	False
13226	O22682	Arabidopsis thaliana	Viridiplantae	404	False
13227	O64750	Arabidopsis thaliana	Viridiplantae	186	False
13228	O82660	Arabidopsis thaliana	Viridiplantae	403	False
13229	P82538	Arabidopsis thaliana	Viridiplantae	230	False
13231	O82204	Arabidopsis thaliana	Viridiplantae	143	False
13238	F6ZDS4	Mus musculus	Metazoa	2431	False
13239	Q9VKJ3	Drosophila melanogaster	Metazoa	1411	False
13240	O23144	Arabidopsis thaliana	Viridiplantae	612	False
13242	P19973	Mus musculus	Metazoa	330	False
13243	P70500	Rattus norvegicus	Metazoa	213	True
13246	Q9CQG9	Mus musculus	Metazoa	134	True
13247	Q9D8V0	Mus musculus	Metazoa	378	True
13250	Q9LV85	Arabidopsis thaliana	Viridiplantae	564	False
13251	P34087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	171	False
13252	P46938	Mus musculus	Metazoa	488	False
13255	Q8IH18	Drosophila melanogaster	Metazoa	1010	False
13257	Q9SSA5	Arabidopsis thaliana	Viridiplantae	437	False
13258	P10852	Mus musculus	Metazoa	526	True
13263	Q6WN19	Rattus norvegicus	Metazoa	469	False
13266	Q8GY65	Arabidopsis thaliana	Viridiplantae	343	False
13267	Q8VE70	Mus musculus	Metazoa	212	False
13269	Q9JI99	Mus musculus	Metazoa	430	False
13271	Q03640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1545	False
13273	Q8CI52	Mus musculus	Metazoa	662	False
13275	Q9D1E5	Mus musculus	Metazoa	489	True
13277	P53192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	True
13278	Q8R2Y0	Mus musculus	Metazoa	336	True
13281	Q6Y5D8	Mus musculus	Metazoa	786	False
13284	Q80ZD3	Mus musculus	Metazoa	593	True
13286	Q91X52	Mus musculus	Metazoa	244	False
13291	A0A1D9BZF0	Mus musculus	Metazoa	507	False
13292	P0C7T6	Mus musculus	Metazoa	687	False
13296	P53226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	547	False
13303	P20433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
13306	Q91YD4	Mus musculus	Metazoa	1506	False
13308	P53817	Rattus norvegicus	Metazoa	160	False
13311	Q6RFZ7	Rattus norvegicus	Metazoa	1039	False
13313	Q9VLP3	Drosophila melanogaster	Metazoa	122	False
13314	O44548	Caenorhabditis elegans	Metazoa	877	False
13315	P32828	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	619	False
13317	Q06449	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	False
13318	Q96524	Arabidopsis thaliana	Viridiplantae	612	False
13323	Q9I7K0	Drosophila melanogaster	Metazoa	208	False
13325	P22561	Mus musculus	Metazoa	449	False
13328	Q9VWE6	Drosophila melanogaster	Metazoa	2111	False
13329	E9Q236	Mus musculus	Metazoa	1325	False
13333	Q5DTT2	Mus musculus	Metazoa	1024	False
13342	Q80VM7	Mus musculus	Metazoa	985	False
13343	Q8MUJ1	Drosophila melanogaster	Metazoa	415	True
13351	Q62769	Rattus norvegicus	Metazoa	1622	False
13354	Q9CWR0	Mus musculus	Metazoa	618	False
13357	O55242	Mus musculus	Metazoa	223	True
13359	O04209	Arabidopsis thaliana	Viridiplantae	258	False
13360	P34164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False
13363	Q06389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
13364	Q99JZ7	Mus musculus	Metazoa	461	False
13369	F4JZG9	Arabidopsis thaliana	Viridiplantae	384	False
13370	P56780	Arabidopsis thaliana	Viridiplantae	73	True
13372	Q8LDL0	Arabidopsis thaliana	Viridiplantae	231	False
13373	Q9CAC5	Arabidopsis thaliana	Viridiplantae	191	True
13377	P08456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	276	True
13379	Q09601	Caenorhabditis elegans	Metazoa	381	False
13382	P70372	Mus musculus	Metazoa	326	False
13385	P13231	Dictyostelium discoideum	other	118	False
13391	P53067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1004	False
13397	P56778	Arabidopsis thaliana	Viridiplantae	473	True
13399	Q7Y220	Arabidopsis thaliana	Viridiplantae	649	False
13400	Q84VQ4	Arabidopsis thaliana	Viridiplantae	218	False
13408	P53886	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1748	False
13409	P17898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	True
13412	Q95U54	Drosophila melanogaster	Metazoa	959	False
13413	Q9W1C5	Drosophila melanogaster	Metazoa	2053	False
13421	P70169	Mus musculus	Metazoa	412	False
13423	Q12038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1033	False
13425	Q99JB8	Mus musculus	Metazoa	424	False
13427	F4I3V6	Arabidopsis thaliana	Viridiplantae	192	False
13430	Q9LEX1	Arabidopsis thaliana	Viridiplantae	510	True
13431	Q9W1F4	Drosophila melanogaster	Metazoa	616	False
13432	Q01560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False
13433	Q21227	Caenorhabditis elegans	Metazoa	1188	False
13435	Q9JKY0	Mus musculus	Metazoa	299	False
13446	O81208	Arabidopsis thaliana	Viridiplantae	110	True
13448	Q0WUA3	Arabidopsis thaliana	Viridiplantae	382	False
13449	Q6NKS4	Arabidopsis thaliana	Viridiplantae	258	False
13450	Q9S713	Arabidopsis thaliana	Viridiplantae	562	False
13451	Q9SMS0	Arabidopsis thaliana	Viridiplantae	249	False
13452	O88801	Rattus norvegicus	Metazoa	354	False
13455	P04817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590	False
13457	P53838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	True
13459	Q06810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
13464	Q9JK95	Mus musculus	Metazoa	193	True
13468	F8VPU2	Mus musculus	Metazoa	1048	False
13473	Q24025	Drosophila melanogaster	Metazoa	1038	True
13474	Q3UZP0	Mus musculus	Metazoa	555	False
13476	Q9ER31	Rattus norvegicus	Metazoa	455	True
13477	Q9JL55	Rattus norvegicus	Metazoa	331	True
13482	Q04175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944	False
13483	Q7JXF5	Drosophila melanogaster	Metazoa	394	False
13485	Q8WT44	Caenorhabditis elegans	Metazoa	1178	False
13486	Q9JLI8	Mus musculus	Metazoa	962	False
13491	P40087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False
13492	Q9ES52	Mus musculus	Metazoa	1191	False
13495	Q9LU05	Arabidopsis thaliana	Viridiplantae	168	False
13496	Q9Z1P2	Rattus norvegicus	Metazoa	892	False
13497	P08050	Rattus norvegicus	Metazoa	382	True
13498	Q925N4	Mus musculus	Metazoa	235	True
13499	P25992	Drosophila melanogaster	Metazoa	1002	False
13500	Q9ESV1	Rattus norvegicus	Metazoa	1051	False
13501	E9Q557	Mus musculus	Metazoa	2883	False
13505	Q8VIE6	Mus musculus	Metazoa	465	True
13506	Q9R269	Mus musculus	Metazoa	1755	False
13508	O54942	Mus musculus	Metazoa	218	True
13509	P38755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	False
13513	Q61146	Mus musculus	Metazoa	521	True
13524	A3KPQ7	Danio rerio	Metazoa	1378	True
13525	O88713	Mus musculus	Metazoa	188	True
13526	Q38890	Arabidopsis thaliana	Viridiplantae	621	True
13527	P40458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529	False
13528	F6VAN0	Mus musculus	Metazoa	656	False
13529	P14712	Arabidopsis thaliana	Viridiplantae	1122	False
13530	Q56Y52	Arabidopsis thaliana	Viridiplantae	467	False
13531	D3ZKB9	Rattus norvegicus	Metazoa	1072	False
13532	P40069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113	False
13534	A2AKX3	Mus musculus	Metazoa	2646	False
13538	Q058N4	Arabidopsis thaliana	Viridiplantae	459	False
13541	Q9FEC1	Arabidopsis thaliana	Viridiplantae	172	False
13549	P40237	Mus musculus	Metazoa	266	True
13552	Q9JJY3	Mus musculus	Metazoa	655	False
13553	Q9QX75	Rattus norvegicus	Metazoa	687	True
13555	P46951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	817	False
13556	Q60610	Mus musculus	Metazoa	1591	False
13559	P31414	Arabidopsis thaliana	Viridiplantae	770	True
13560	Q04705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	True
13563	O54957	Mus musculus	Metazoa	242	True
13564	P24389	Rattus norvegicus	Metazoa	257	True
13566	Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	True
13567	Q18321	Caenorhabditis elegans	Metazoa	482	True
13569	Q6PE84	Mus musculus	Metazoa	287	True
13570	Q7TS55	Mus musculus	Metazoa	173	True
13571	Q9JHL0	Mus musculus	Metazoa	203	True
13572	Q9JM80	Rattus norvegicus	Metazoa	424	True
13578	P25618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	953	True
13585	G5EGA3	Caenorhabditis elegans	Metazoa	704	False
13587	Q56XY2	Arabidopsis thaliana	Viridiplantae	298	False
13593	Q6PEM8	Mus musculus	Metazoa	459	True
13595	P22893	Mus musculus	Metazoa	319	False
13596	Q03898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False
13598	A2AAJ9	Mus musculus	Metazoa	8886	False
13599	Q80U87	Mus musculus	Metazoa	1080	False
13600	F4JS25	Arabidopsis thaliana	Viridiplantae	1052	False
13603	Q925G0	Rattus norvegicus	Metazoa	155	False
13605	Q9SZ15	Arabidopsis thaliana	Viridiplantae	421	False
13609	P59648	Mus musculus	Metazoa	80	True
13612	Q8K5A9	Rattus norvegicus	Metazoa	228	True
13614	Q9Z158	Rattus norvegicus	Metazoa	301	False
13617	A2VEY9	Drosophila melanogaster	Metazoa	693	True
13618	O54693	Mus musculus	Metazoa	391	True
13619	P13638	Rattus norvegicus	Metazoa	290	True
13625	Q8K299	Mus musculus	Metazoa	491	True
13627	Q9EQR5	Mus musculus	Metazoa	269	True
13634	P38873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1557	False
13635	P40061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1430	False
13637	Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176	False
13638	Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	False
13644	G5EDW5	Caenorhabditis elegans	Metazoa	952	False
13647	Q9ESM6	Mus musculus	Metazoa	539	True
13652	O35613	Mus musculus	Metazoa	739	False
13653	Q9S814	Arabidopsis thaliana	Viridiplantae	1294	True
13654	O08774	Rattus norvegicus	Metazoa	1387	False
13655	O45952	Caenorhabditis elegans	Metazoa	249	False
13657	Q9D0Z3	Mus musculus	Metazoa	276	False
13659	Q9XUB3	Caenorhabditis elegans	Metazoa	781	False
13660	Q54T86	Dictyostelium discoideum	other	568	False
13664	Q8L4R0	Arabidopsis thaliana	Viridiplantae	350	False
13668	P97838	Rattus norvegicus	Metazoa	977	False
13670	Q42342	Arabidopsis thaliana	Viridiplantae	134	False
13671	Q6DBR6	Danio rerio	Metazoa	334	False
13672	Q8LPS2	Arabidopsis thaliana	Viridiplantae	670	False
13673	Q8R000	Mus musculus	Metazoa	340	True
13675	Q8R526	Mus musculus	Metazoa	2615	False
13688	Q8BGS1	Mus musculus	Metazoa	731	False
13691	Q9D1N4	Mus musculus	Metazoa	221	True
13694	Q9VN91	Drosophila melanogaster	Metazoa	198	False
13695	Q9WV78	Rattus norvegicus	Metazoa	438	True
13699	Q04749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	False
13705	P40073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	True
13708	Q6XUX1	Mus musculus	Metazoa	927	False
13709	H2L0G5	Caenorhabditis elegans	Metazoa	1367	False
13712	Q7Y1W1	Arabidopsis thaliana	Viridiplantae	527	False
13714	Q93V66	Arabidopsis thaliana	Viridiplantae	226	False
13715	Q94EH2	Arabidopsis thaliana	Viridiplantae	210	True
13719	Q7TMA4	Mus musculus	Metazoa	361	True
13721	Q9C5U1	Arabidopsis thaliana	Viridiplantae	1036	True
13723	Q9WVS6	Mus musculus	Metazoa	464	False
13724	Q84MB5	Arabidopsis thaliana	Viridiplantae	280	True
13725	Q8GWA7	Arabidopsis thaliana	Viridiplantae	349	False
13727	Q9S7D1	Arabidopsis thaliana	Viridiplantae	808	False
13729	P38688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	640	False
13730	P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False
13731	P12683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1054	True
13732	Q20745	Caenorhabditis elegans	Metazoa	1111	False
13733	Q23064	Caenorhabditis elegans	Metazoa	1041	False
13735	Q99L90	Mus musculus	Metazoa	462	False
13736	Q9ERH4	Mus musculus	Metazoa	427	False
13737	P23116	Mus musculus	Metazoa	1344	False
13738	Q8R507	Mus musculus	Metazoa	461	True
13739	Q9WVC7	Rattus norvegicus	Metazoa	2314	False
13740	Q9VNS0	Drosophila melanogaster	Metazoa	459	False
13742	P27351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	700	False
13744	Q8L7N4	Arabidopsis thaliana	Viridiplantae	343	True
13745	Q8LPR8	Arabidopsis thaliana	Viridiplantae	871	False
13746	Q93YN0	Arabidopsis thaliana	Viridiplantae	187	False
13754	A2ASQ1	Mus musculus	Metazoa	1950	True
13758	P28648	Rattus norvegicus	Metazoa	238	True
13764	Q9M3B8	Arabidopsis thaliana	Viridiplantae	597	False
13766	B9DFX7	Arabidopsis thaliana	Viridiplantae	883	False
13771	Q8LBP4	Arabidopsis thaliana	Viridiplantae	462	False
13772	Q949Q5	Arabidopsis thaliana	Viridiplantae	140	True
13777	P35169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2470	False
13785	Q8VZB2	Arabidopsis thaliana	Viridiplantae	221	True
13786	Q8I566	Plasmodium falciparum (isolate 3D7)	other	442	False
13787	Q12063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False
13788	Q62711	Rattus norvegicus	Metazoa	772	False
13789	P39946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494	False
13790	Q9ESJ1	Mus musculus	Metazoa	568	False
13792	P36000	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False
13793	P41318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303	False
13795	Q00381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	147	False
13808	Q3ZN08	Mus musculus	Metazoa	260	False
13809	Q9C9T3	Arabidopsis thaliana	Viridiplantae	67	False
13810	Q8GYC7	Arabidopsis thaliana	Viridiplantae	313	False
13812	Q9Z266	Mus musculus	Metazoa	136	False
13816	P0CW70	Mus musculus	Metazoa	773	False
13817	Q18909	Caenorhabditis elegans	Metazoa	319	False
13818	Q54HI5	Dictyostelium discoideum	other	716	False
13820	Q9VLD6	Drosophila melanogaster	Metazoa	315	False
13823	O23166	Arabidopsis thaliana	Viridiplantae	261	False
13826	Q9XFT3	Arabidopsis thaliana	Viridiplantae	224	False
13827	H2L0N8	Caenorhabditis elegans	Metazoa	370	False
13831	Q8K480	Mus musculus	Metazoa	584	True
13839	Q08760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435	False
13843	Q62847	Rattus norvegicus	Metazoa	705	False
13846	Q9ES40	Rattus norvegicus	Metazoa	188	True
13849	Q9LTR2	Arabidopsis thaliana	Viridiplantae	381	False
13853	Q19972	Caenorhabditis elegans	Metazoa	270	False
13854	P37090	Rattus norvegicus	Metazoa	638	True
13855	P48608	Drosophila melanogaster	Metazoa	1091	False
13856	Q5WRN1	Caenorhabditis elegans	Metazoa	301	True
13857	Q8R4L0	Mus musculus	Metazoa	259	False
13860	Q9V968	Drosophila melanogaster	Metazoa	218	False
13861	A8DYY6	Drosophila melanogaster	Metazoa	616	False
13865	Q8K0B2	Mus musculus	Metazoa	537	True
13870	Q17635	Caenorhabditis elegans	Metazoa	590	False
13872	Q9EQN3	Mus musculus	Metazoa	387	False
13873	Q9N4M4	Caenorhabditis elegans	Metazoa	8545	False
13875	Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96	False
13876	Q8R3P9	Mus musculus	Metazoa	1054	False
13878	Q9V9V9	Drosophila melanogaster	Metazoa	200	False
13880	Q9LUI2	Arabidopsis thaliana	Viridiplantae	1728	False
13886	Q84ST4	Oryza sativa subsp. japonica	Viridiplantae	343	False
13888	F4I2H7	Arabidopsis thaliana	Viridiplantae	790	False
13894	Q8GSJ6	Arabidopsis thaliana	Viridiplantae	154	True
13896	P97717	Mus musculus	Metazoa	514	True
13897	Q8SAB7	Arabidopsis thaliana	Viridiplantae	1830	False
13901	O61715	Caenorhabditis elegans	Metazoa	454	True
13903	Q2HJ10	Mus musculus	Metazoa	371	True
13906	Q39249	Arabidopsis thaliana	Viridiplantae	462	False
13907	Q9LR64	Arabidopsis thaliana	Viridiplantae	174	False
13908	Q9M903	Arabidopsis thaliana	Viridiplantae	479	False
13909	Q9SGH4	Arabidopsis thaliana	Viridiplantae	220	False
13910	Q9SL05	Arabidopsis thaliana	Viridiplantae	133	False
13911	Q9XI73	Arabidopsis thaliana	Viridiplantae	190	False
13912	P10795	Arabidopsis thaliana	Viridiplantae	180	False
13913	Q93ZB2	Arabidopsis thaliana	Viridiplantae	509	True
13916	Q91ZX6	Mus musculus	Metazoa	588	False
13917	P54256	Rattus norvegicus	Metazoa	629	False
13920	H2KZB2	Caenorhabditis elegans	Metazoa	603	True
13926	P69851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72	False
13927	Q06148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	True
13928	Q86BY9	Drosophila melanogaster	Metazoa	1235	False
13929	Q9D067	Mus musculus	Metazoa	708	False
13931	P33419	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253	False
13935	P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	568	False
13937	Q8T0G4	Drosophila melanogaster	Metazoa	629	False
13939	Q9VIF5	Drosophila melanogaster	Metazoa	981	False
13942	Q21776	Caenorhabditis elegans	Metazoa	987	False
13943	Q9C7S0	Arabidopsis thaliana	Viridiplantae	295	False
13945	O23680	Arabidopsis thaliana	Viridiplantae	297	True
13947	Q9FK13	Arabidopsis thaliana	Viridiplantae	272	False
13949	P34225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False
13953	O88735	Mus musculus	Metazoa	730	False
13961	P25856	Arabidopsis thaliana	Viridiplantae	396	False
13962	Q8LDU4	Arabidopsis thaliana	Viridiplantae	319	False
13963	Q9FFZ1	Arabidopsis thaliana	Viridiplantae	484	False
13964	Q9FIG9	Arabidopsis thaliana	Viridiplantae	801	False
13965	Q9FN48	Arabidopsis thaliana	Viridiplantae	387	False
13966	Q9LY74	Arabidopsis thaliana	Viridiplantae	338	False
13970	Q9S9N6	Arabidopsis thaliana	Viridiplantae	461	False
13971	Q9T0A4	Arabidopsis thaliana	Viridiplantae	250	False
13972	Q9WTV0	Rattus norvegicus	Metazoa	417	False
13978	P25555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427	False
13980	Q80WJ1	Mus musculus	Metazoa	673	False
13982	F4KCE9	Arabidopsis thaliana	Viridiplantae	598	False
13983	Q558Z2	Dictyostelium discoideum	other	905	False
13985	Q8VYD4	Arabidopsis thaliana	Viridiplantae	867	True
13987	O01811	Caenorhabditis elegans	Metazoa	377	True
13988	O35235	Mus musculus	Metazoa	316	True
13990	Q7TP54	Rattus norvegicus	Metazoa	1310	False
